"Sentiment","TweetText"
"irrelevant","Find more the best Angel Christmas Tree O http://t.co/d5G1rY5d@Starfrit @Apple @Peeler"
"neutral","#Google announces #Android #Beam for sharing between Android Phones. Based on NFC technology. http://t.co/bc7yhhR4"
"irrelevant","جهاز من كل ثلاثه تحمل iOS 5
"positive","#twitter i love you!"
"irrelevant","@pnt21 ドンマイー@(・�?・)@Apple社�?証薄�?��?�ら気を�?��?��?��?�"
"neutral","This nigga need to go to #Twitter Jail"
"neutral","I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free  give it a try. http://t.co/Xm2blIfC"
"positive","Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s"
"negative","“@philipgrey: dear @apple  why you gotta go change the way &lt;input type=number&gt; is handled out of the blue?�?"
"irrelevant","Vuelvo a el #Twitter hasta el 07/11/2011 by _ @LLLF_"
"irrelevant","RT @GroenewegBV: Steve Ballmer haalt uit naar #Android http://t.co/LlIxBzeV #nuandroid Dan ben ik ook een nerd  ja daaaaag  slecht zeg v ..."
"neutral","@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device."
"positive","http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF"
"neutral","RT @iLoveMyTats: Lmao. RT @MissAyunnaaa Well that's my que  bye #Twitter   #oomf finna start quotin lines from #ATL lol"
"irrelevant","Zapatero (#Google): Hay que darse prisa en conocer el fenómeno #web  acabará en 3 años http://t.co/L49qrDeR"
"neutral","http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy"
"irrelevant","#twitter Off a dormir para no pensar en ti!"
"positive","Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)"
"irrelevant","@Twitter CEO @DickC on @Apple  Privacy  Free Speech and @Google; Far From IPO http://t.co/ztq9Sx7x"
"neutral","#twitter's dumb  I don't like it.  Hush up  Justin."
"neutral","#Android #Google ICS Has Completely Revamped Your Contacts Into The People app http://t.co/QDoGji0U #DhilipSiva"
"negative","@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever"
"negative","#Microsoft licensing process is annoying !!!"
"irrelevant","Today very cheap for 2198597 Icemaker.And Free shipping for 2198597 Icemaker too. http://t.co/6CLkWAiO@French @Apple @Peeler"
"irrelevant","Today very cheap for Hemp For Fuel.And Free shipping for Hemp For Fuel too. http://t.co/8gyJLbMW@Farberware @Apple @Peeler"
"neutral","Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!"
"negative","I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail"
"neutral","http://t.co/gAPEyL5N #Harmonix #Microsoft"
"neutral","CE-Oh no he didn't: Steve Ballmer lays into Android http://t.co/uTmHyIFD #microsoft #ballmer #android"
"neutral","#Android Ice Cream Sandwich features face-recognition to unlock your phone  no more entering a pin or password #fb #google"
"neutral","So sleepy and tired  going to bed! Nigh #Twitter !"
"negative","#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(
"irrelevant","No sé que haría sin #Twitter. Bueno sí  probablemente mis tareas. :)"
"neutral","How much do @Apple’s factories cost? | asymco http://t.co/GH0tvqMO"
"positive","Good dev opportunities at #Microsoft UX Tour  Helsinki Finland http://t.co/hCKJXz4K"
"neutral","#Microsoft CEO Steve Ballmer on Not Buying #Yahoo : “Sometimes  You’re Lucky�? http://t.co/WMCXWysh"
"neutral","#itasum11 - Gadgeteer http://t.co/ecWX3Ajl - The New Way to make inspire and stimulate learning #edugeek #kinext #microsoft"
"neutral","Thank you @logoninjas for following us on #twitter - awesome name btw!"
"negative","@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T"
"irrelevant","#Google Google bestätigt Android 4.0 Ice Cream Sandwich für das Nexus S (mobiFlip.de): Nachdem Google und Samsun... http://t.co/CpmTEUjG"
"neutral","Find & give information about software bugs & help improve #Microsoft products. Apply to become a #Beta Tester http://t.co/OSWEfixz #ITPro"
"positive","Love my new I0S5 @Apple updates. Just when I think it can't get any better somehow it simplifies my life more. That's right-it's an Apple."
"irrelevant","Casa de herrero  cuchillo de palo!!!  http://t.co/xxtfy71a #DCE2005 #Microsoft &lt;= Como NO manejar errores!!! Link: http://t.co/89Cr2txm"
"irrelevant","Buenas Noches que descansen #Twitter #OF ZzzzzZzzzzz"
"positive","Me too RT @MohamedG: Exciting day  It's Ice cream Sandwich day ;) #Google #Android"
"neutral","@Apple Would much rather get outta this having a ( see pic ) and have fun with this  Have your friends choose music http://t.co/7IiHbr4J"
"irrelevant","YO SOY LO MAS CABRON QUE HA NACIDO EN #TWITTER .. QUIEN ES TWITTERO ANTIGUO LO SABE DESDE NOVIEMBRE DEL 2010"
"neutral","Steve Ballmer people need to be computer scientists to figure out how to use #Android phones | @Telegraph http://t.co/B5X0SDgp #Microsoft"
"neutral","@Angelique_lique yooo my nigga i sooo blowed i forgot bout #twitter but im bkkkkkk"
"neutral","Facebook is becoming trashier and trashier #twitter"
"negative","THiS IS WHAT WiLL KiLL APPLE http://t.co/72Jw4z5c RiP @APPLE"
"neutral","@IDGAFBoutYou llssss.yea I kno.lol.I ain't been fuckin wit dis joint.I guess #twitter missed me tho huh.slsss.lol"
"neutral","Now I that i know god exists  realisation dawns on me that  he hates me
"neutral","Thank you for the laughs #Google  tapping my peepz  white suit  face unlock fail  using an LED screen for a video cast. Love it anyway &lt;3"
"irrelevant","Hasta mañana mi gente linda de #Twitter y #Facebook
"neutral","RT @MobileTechWorld: Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/csUC7hVH #wp7 #xbox #microsoft"
"neutral","#Android #Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released  Verizon Spotted in... http://t.co/1niTrTzu #DhilipSiva"
"neutral","AND HOW EVERYTIME I #GAIN A #FOLLOWER IT SAY I #LOSE ONE? #FUCKINUP #TWITTER VERY HEAVILY......#PROMOALLDAY #TMW #FOLLOWLIMITISGAY #STEPITUP"
"irrelevant","#twitter casi no te pelo  lo siento u.u JAJA"
"neutral","#Windows8 #Microsoft please implement a UAC prompt when a non elevated process drops on elevated process instead of failing silently."
"neutral","Zzzzzzzzzzzz... #night #Twitter #GodBless"
"neutral","@sarahhjessica your seriously addicted 2 #twitter"
"positive","#Twitter &gt; #Facebook"
"irrelevant","Disculpame #twitter te e tenido algo avandonado este dia"
"positive","WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market."
"neutral","@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs"
"neutral","#Android #Google New UI and Core Features in Android 4.0 Ice Cream Sandwich Overview http://t.co/BD2omnIb #DhilipSiva"
"neutral","#google #icecreamsandwich event featured #minecraft"
"neutral","#Google #Docs presentations get real-time collaboration  transition effects and more: Google… http://t.co/COSF8WUS"
"irrelevant","Saaindo aqq ;*   boa noite #twitter !"
"neutral","Amazing that at #microsoft #TechEdAfrica everyone is running iOS phones !"
"neutral","Because you are what you search: Now everyone wants to customize search #Microsoft as well as #MCHammer #WiredDoo http://t.co/HlicKxPV"
"irrelevant","Nice. Duim navigatie voor de tablet apps :) #augnl #microsoft"
"irrelevant","RT @twandroid Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime"
"neutral","#Microsoft's Ballmer Swipes at #Google http://t.co/Ve3LMoTn"
"irrelevant","Microsoft entwickelt Sensor für Arbeitskleidung: Es geht nicht etwa um den Grad der Verschmutzung  so... http://t.co/rzTZ9G1P #microsoft"
"irrelevant","#Microsoft ruft #Cloud 4 Society Award ins Leben http://t.co/96qcjhlI  via @searchsoftware"
"neutral","Lol itss ben a #year since i had a #twitter but i jus start using it"
"positive","Another Gem from #Microsoft - Curate your personal history with  Project Greenwich.  Available later this month. http://t.co/KgNrbVgp"
"negative","#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6"
"neutral","Some people should not post replies in #Google+ threads. Their posts only continue to weaken their creditbility."
"neutral","RT @aplusk: Sending love & light to everyone @Apple & the entire Jobs family.Today we lost a Giant who will be missed even by those who  ..."
"neutral","#OmniTouch #Microsoft  http://t.co/qwk0YUrH via @youtube"
"negative","first thing on #google's to do list: hire a performance coach."
"neutral","iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri"
"negative","@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life."
"irrelevant","@ACRIS_REYS Agora q estava legal acabou. Deixa eu t perguntar. Como eu popularizo o meu #twitter ? Vc tem dicas?;)*"
"irrelevant","#twitter #detik Buntut Kongres Rakyat Papua  2 Orang Ditemukan Tewas http://t.co/S0lUgv4B"
"irrelevant","RT @marcoagnoli: Belle le magliette che diamo a #SMAU in #Microsoft http://t.co/mU5iHlQi"
"irrelevant","@Jess_Haddad D; tonces deja el vicio de #Twitter!! xD"
"irrelevant","“جوجل�? تطلق “Android Ice Cream Sandwich�? وم�?اجأة لمستخدمي “Android 2.3″ @7ki3arabi http://t.co/Ytx4jHZm #google #android"
"neutral","@fabi_m not that I know of. I think it is only on iOS  should get @apple to make a desktop app :)"
"irrelevant","Uff mucha expectación con el Plan Nacional :-): Qué prioridades tenemos como Pais? Plan Nacional: http://t.co/rumOPWl0 #microsoft"
"neutral","#Android #Google Video: Google’s Nexus site updated with new device and ICS features http://t.co/rZBmyLTV #DhilipSiva"
"neutral","RT @FierceCIO: What happens to #Skype now that it is officially #Microsoft's? http://t.co/9FzSH0RY $MSFT"
"neutral","@RealEstateGuyWI All about yesterday's @Apple upgrade. Helpful but maddening"
"neutral","#Twitter and #Google 'just can't agree' on Realtime Search deal - Computerworld : http://t.co/XNj052NO #av"
"neutral","#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft"
"neutral","@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch."
"irrelevant","ZappTek iPDA v4.5.1 http://t.co/JBs0dUyq #ipad #microsoft #mp4"
"positive","LITERALLY HAD MY MIND BLOWN AWAY JUST NOW!!!!! #Google #Samsung"
"irrelevant","cc @apple http://t.co/8TnodVS8"
"irrelevant","@chihuahuentauro jajajaja #Facebook es otra cosa  insultas a #Twitter jajajajajaja"
"neutral","@VSLive What is up with #ATT at #Microsoft?  Full bars in one building and no service in another only 1000 or so feet away?  #vslive"
"irrelevant","RT @twandroid: Nouvelle application Contacts : les connections Linkedin  Twitter.. sont enfin intégrées ! #google #nexusprime"
"neutral","wait... i don't really care what people are doing in their daily lives #twitter"
"irrelevant","AsiaClassifiedToday Thailand - Market factors to watch - Oct 19 - Reuters: Thailand - Market ... http://t.co/nNsDZgWI #asia #google #biz"
"neutral","This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple"
"neutral","#Microsoft Zune - Digital player - HDD 30 GB - WMA  AAC  #MP3 - video playback - display: 3… http://t.co/qgzHlLpv"
"neutral","@HTC vs @Apple who winning"
"negative","Warning: if iphone apps spontaneously loose data  it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment"
"neutral","On the blog we discuss #Microsoft embracing of #Apache #Hadoop for big data - 
"irrelevant","Schaue mir #WMI #Performance Counters auf #Deutsch an  und kriege #Schmerzen… ICH WILL #SCHMERZENSGELD VON #MICROSOFT!!! #fail"
"irrelevant","RT @SociosMicrosoft: #Microsoft anuncia nuevos títulos de “juegos educativos�? http://t.co/etbab2UJ"
"irrelevant","Lo último y lo mejor de Windows 7  todo en un único lugar. http://t.co/RqnhMFaA #windows7 #microsoft"
"irrelevant","Ya no sé si la noticia del Zoo de Ohio que me llegó a mi cel. fue sacada o no de #twitter... creo que sí"
"neutral","RT @webseoanalytics: The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster"
"neutral","RT @SharonHayes: Top 50 #Twitter Acronyms  Abbreviations and Initialisms http://t.co/nEqHcJsY  /via @ruhanirabin"
"positive","/want http://t.co/srbm3V0K #Google #Nexus #Samsung #Galaxy"
"irrelevant","@juanda95 Así como creen que las computadoras solo funcionan con #Microsoft #Windows » http://t.co/6JQOz2C0"
"negative","@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday  I'm returning my iPhone 4S."
"irrelevant","HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya #TWITTER tanta plebe ¬¬"
"irrelevant","Foto nova aqui no #Twitter. Essa ficou melhor.... rs
"irrelevant","#google #yahoo #bing 7 Lessons Learned Running an SEO Agency http://t.co/d7b2G1rW #seo #serps"
"neutral","#Android #Google Ice Cream Sandwich SDK now available http://t.co/K0tksZ1O #DhilipSiva"
"neutral","#Android #Google Official Galaxy Nexus Site Goes Live  Highlights Ice Cream Sandwich And Galaxy Nexus... http://t.co/4ijvupvq #DhilipSiva"
"negative","Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?"
"negative","Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?"
"irrelevant","#MobileMe  #iCloud  #AppleID... cómo sobrevivir a la transición de las cuentas de @Apple http://t.co/3lMPiCjK"
"neutral","#2000tweets !!!! #milestone #twitter"
"neutral","#Samsung Galaxy Nexus is now confirmed http://t.co/v4LR34p3 #googlenews #mobile #android40icecreamsandwich #google"
"neutral","RT @/iPadPowerUsers-On Google+ then go here http://t.co/tMGHv24E #GPlus #Googleplus #Google #teamfollowback #socialnetwork"
"irrelevant","RT @twandroid: Widgets redimensionnables aussi #google #nexusprime"
"neutral","Things that #heatmeup : when people put the # on facebookposts when they dont even have a #twitter. #getaclue"
"neutral","@dellmanning Its always on this #Twitter shit doe"
"neutral","Congrats to the 5 big #winners of the Get certified-Get happy #Sweepstakes!  EZ log-in&gt;Contests&gt;Winners:  http://t.co/396AtoHF #Microsoft"
"irrelevant","@melkoff pues bienvenida vas a ver que pronto le encontraras sentido   es la onda el #twitter"
"neutral","#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie  Veteran  and All-Star tiers provid... http://t.co/tnxYUxvA #TCN"
"irrelevant","android beam スゲー　#google #android"
"irrelevant","Possibilité de ne sélectionner qu'une période et savoir pour chaque app combien de data a été utilisé #google #nexusprime"
"neutral","“@AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/jXhFHPTJ�?"
"irrelevant","Nos vidéos de Batman Arkham City http://t.co/07Pau5TJ #sony #microsoft #buzz"
"neutral","U can't see who RTed Ur stuff  & this is because of #twitter #censorship? Jeez  people. It's #binaryfaires teaching your vain ass a lesson!"
"neutral","@ScottShipman1 Glad to hear! Hey @Mckellip thank you for the  #Microsoft #Lync video participation #onthebigscreen :) @CoreBTS #CoreAppTech"
"neutral","@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems"
"positive","#Twitter TEAMO♥ Chao!"
"positive","When in doubt... #Google it!!!"
"irrelevant","#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow #IFollowBack GET A #SHOUTOUT FOR FOLLOWING ME!!"
"irrelevant","RT @wissekomm: #Veeam Software presenteert nworks Management Pack 5.7 voor #Microsoft System Center http://t.co/Xm9fvcPd"
"neutral","The Perks of Working at #Google  #Facebook  #Twitter and More [INFOGRAPHIC] http://t.co/YT87krbP #sm #socialmedia... http://t.co/1yCwl874"
"irrelevant","RT @packard_bell: Nuevo #Microsoft #PocketTouch (para usar el telefono sin sacarlo del bolsillo)  http://t.co/0LdAVDnj"
"irrelevant","Hoy si es hora de dormir ツ #twitter&facebookOFF"
"negative","@apple needs to hurry up and release #iTunesMatch"
"neutral","@SeanL44 It may be a little much. Haha #droptheknife and add @frankhenchUSA to the picture like on your #Twitter account. #growuppeterpan"
"irrelevant","Bonsoir à toutes & Tous  voici le liien vers la rubrique #Microsoft du Paper d'aujourd'hui : Des Trucs Impressionnant : http://t.co/qHoFOxzD"
"irrelevant","7 minutes to go!!
"neutral","iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)"
"neutral","@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone"
"neutral","#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK"
"neutral","groupies follow me like #twitter.....lol jk"
"neutral","The better question is if (and when) current devices will get the update.  #Android #Google #IceCreamSandwich"
"positive","#Google / #Samsung #Galaxy #Nexus #ICS press release is now done  I'll go back to my regular tweeting intervals now :) I WANT IT!"
"irrelevant","RT @icurioso: La famosa frase “ME LO DIJO UN PAJARITO�? ya tiene sentido gracias a #Twitter!"
"neutral","#Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] #SocialMedia #SMM http://t.co/X55u6i4w"
"neutral","@DJ_Nasty16 I know. You my only compo. #we be #reppin #twitter"
"irrelevant","En la tienda de @Apple WoooooW Que legado dejaste #SteveJobs iAdmire U. Está Repletoooo iFull LOL"
"neutral","Amazes me  I set up a #GMail address and have yet to use it even once and it's getting a ton of spam #Google"
"irrelevant","O #itunes acaba de me avisar q esta disponível a versão 5 pra atualizar meu #Iphone 4. Como não cair de amores pela @apple e #SteveJobs ?!!"
"neutral","- It's So Funny Because She Got A #Twitter Now Lol."
"irrelevant","Tendremos nueva interfaz de #google #calendar"
"neutral","Ballmer: 70% Of The Time  #Google & #Bing Are The Same  So Try Bing!: http://t.co/rA5PgOsD"
"negative","Wilth #Accessibility mode on in #SharePoint 2010  it seems that #Workflows sometimes do not start automatically #SP2010 #Workflow #Microsoft"
"irrelevant","Un vistazo a Windows Server 8 http://t.co/Q0D7dJdN #Microsoft"
"neutral","According to #twitter I have the same amount of followers as followees....#notgoingtolast"
"irrelevant","@marthaubaque1 Que bacano hermanita que estés en la honda del #Twitter  :)"
"neutral","#Microsoft announces official SQL Server driver for #Linux - http://t.co/lgTx40UM #SqlServer"
"negative","RT @ItalianJoya i better be able to see my RT's tomorrow #twitter and tell that lil blue ass bird  (cont) http://t.co/xGHoev8k"
"positive","Oh yeah I'm in I want one now #Google really did a great job #ICS"
"positive","Come to the dark side 📱“@gretcheneclark: Hey @apple  if you send me a free iPhone  I will publicly and ceremoniously burn my #BlackBerry.�?"
"neutral","3 2 1 0 #Twitter OFF"
"neutral","Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 10"
"irrelevant","Très plaisante cette mise à jour d'Android ! En espérant que cela stimulera Apple à nous pondre du nouveau. #Google #icecreamsandwich"
"negative","#Update #Microsoft MS11-078 - Critical : Vulnerability in .NET Framework and Microsoft Silverlight Could Allow R... http://t.co/izO0WUNt"
"neutral","TODAY! Come along to #Microsoft Office & #ECDL Open Evening at #Pitman #Training #Cheltenham from 4pm to 7.30pm - http://t.co/fBoej2vd"
"irrelevant","#microsoft Grupo Confidence troca software livre por plataforma Microsoft http://t.co/DqCG83WJ #windows #tecnologia"
"neutral","@thatstevegray done that buddy  just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete"
"negative","So im about to make another #twitter account since this one fucked up"
"positive","The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace"
"irrelevant","Voor die links van Martin #Microsoft zijn QR codes dan weer wel handig.. in een publiek zoals dit althans :) #AUGNL"
"negative","Unmindful Ballmer  collects half a billion  doesn't say thank you.  http://t.co/lwtpXejo #android #google #microsoft"
"neutral","#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/XgUrXNPa #uncategorized"
"neutral","Online Music Industry is witnessing the astounding revolution. Can #Google manage to seal the supreme console? http://t.co/Jrc4qstJ"
"neutral","Just had a look on eBay for iPhone 4s and some have 13 16 24 bids at well over £500 some £530 (16gb white)   they are £499 delivered @apple"
"negative","could @apple lion please integrate vertical spaces in mission control. this horizontal business is making me nauseous"
"irrelevant","Zeer enthousiaste reacties op bedrijfsbezoek aan #Microsoft voor de (interim) #secretaresse  dank Kelly en Brigitte voor de goede ontvangst!"
"neutral","Is Google Analytics Reverse-Engineering Facebook?: http://t.co/mJHRoa7L #google #facebook #media #digitalstrategy"
"neutral","Yu cant answer   But yu can b on #Fb Nd #Twitter"
"irrelevant","http://t.co/EMS9iU2E &lt;-- en je moet nog technischer zijn om Windows stabiel te krijgen  Pikkie Balmer! #microsoft #dommemensen"
"neutral","#twitter"
"neutral","Doesn't #Microsoft Research's new touch technology resemble a lot the one developed by Pranav Mistry in ~2009? http://t.co/yZ9xGQGM"
"irrelevant","#samsung и #google пред�?тавили новый �?мартфон galaxy nexus #autofollow"
"negative","RT @CBM: Lies @apple. the battery on this new iPhone4S is definitely not any better."
"neutral","Nokia 800 “Searay�? Windows Phone press shots leak http://t.co/HwZzIEKk #microsoft #windows"
"neutral","Android 4.0 SDK now available #google #android http://t.co/TBtuewi1"
"irrelevant","Mooie mogelijkheden met #Microsoft Surface. Volgende stap: concept naar consument? http://t.co/qnqj5Ho0"
"negative","Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii"
"neutral","#microsoft ‘People-Centric’ Windows Phone 7.5 Update Released http://t.co/oImNAkVf"
"neutral","Somebody help me? Is apple not on Twitter? That seems very weird. #apple #twitter"
"positive","@apple has changed life."
"neutral","#ai #google #ai #samsung"
"positive","I love @apple service . My case has cracked 3x and I go in and they hand me a case and I walk out"
"neutral","#Microsoft wants to transform your hand into a touchscreen: http://t.co/J8FgWWgS via @AddThis"
"irrelevant","@ViviStephiee buscalo en #google..persona qe se comen a los conejos D:"
"neutral","Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE"
"neutral","#SEO Tip: #javascript can be a friend +an enemy.Use it wisely to block the content u want #google #bing #yahoo"
"irrelevant","Les annonces se suivent et sont toutes super pratiques #ics #android #google"
"neutral","Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL"
"negative","I hate #twitter right now.."
"neutral","here comes facial recognition!  Face unlock 
"positive","Dear #Twitter  I fucking missed you today  &gt;&gt; internet was down :/"
"neutral","Why everytime I spazz on #twitter yall think some chick done hurt my feelings..I aint w/ Annette no more.. Lol"
"neutral","There is a chance? #Microsoft and #Mobile http://t.co/p4ChgGwg"
"neutral","Pinball FX2 offers free 'Paranormal' table starting next Wednesday http://t.co/vYXqUbJg #microsoft #pinball_fx_2"
"irrelevant","RT @windowsespana: Lo último y lo mejor de Windows 7  todo en un único lugar. http://t.co/RqnhMFaA #windows7 #microsoft"
"negative","Anyone else having trouble with the (i)Pad #twitter app not updating @'s? I get notified but can't see them in the app."
"neutral","Did #Facebook Just Beat #Google At Its Own Game? http://t.co/SiJsB3ME #socialmedia"
"positive","At the bus with my iPhone ;) thxx @apple"
"negative","oh and prolly ganna be late to work bc @apple has screwed me and my phone has my only alarm on it"
"irrelevant","android beam　�?��?�何�?��?�?�　 #Android4.0 #Google"
"neutral","@PuraGenteBienAv me podrian dar el #face o #twitter del chavito qe siempre traee lentess transparentes le dicn #chicken little x fiiss :)"
"negative","If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water  #Microsoft and #Sony would be in trouble"
"neutral","RT @sb_greenbiz: #Microsoft's supplier #sustainability movement & the effect it could have on #plastics companies http://t.co/m0otPgEm"
"neutral","@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter"
"irrelevant","#Microsoft ofrece un sistema de #codificación #MicrosoftTag http://t.co/jojh48Lg"
"positive","hahaha integrated data usage manager... in sucha brilliant way  sleek design  superb and I'm only watching videos LOL #Google"
"irrelevant","oh. kita anak baru ni ya... ceritanya di #twitter ni .."
"neutral","RT @The_Victor2 HoloDesk: #Microsoft unveils technology that's one step closer to human/digital interaction. http://t.co/oP379ycF #hardware"
"irrelevant","#microsoft Steve Ballmer  CEO da Microsoft  critica usabilidade do Android http://t.co/OzC9ncs1 #windows #tecnologia"
"positive","@apple by far the best iPod and first time iPhone ever.... Good job guys"
"irrelevant","Hello you are find Mesh Jacket Motorcycle? Our site have more Mesh http://t.co/tYg4Ualc@Ace @Hardware @Apple @Pee"
"neutral","I'm thinking seriously to make my own page in #wikipedia just to find myself in #google."
"neutral","@ClearlyCassi_: I'll never forget the day we met  or how we kissed the first time. /// I met you on #twitter and I haven't kiss you yet :p"
"irrelevant","RT @Buzzcontinue: 34 des 50 plus grandes villes de France n'ont pas de compte #twitter ! http://t.co/S73ylVU6 cc @lagazettefr @e_r_w_a_n"
"irrelevant","RT @CNNEE: #Skype ya es parte de #Microsoft http://t.co/f54UXNwi"
"neutral","#Win an @Apple iPod Touch from @Mommy_gaga  get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps"
"neutral","@JakeDizzleWins We Need To Speak Sum Real Shit On #Twitter"
"irrelevant","RT @twandroid: Possibilité de ne sélectionner qu'une période et savoir pour chaque app combien de data a été utilisé #google #nexusprime"
"neutral","#Occupy #Microsoft nyc! windows phone camp"
"neutral","3 principal global players will be active in every market...@Amazon  @Apple  & @Kobo. #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"
"neutral","Join Brainware in ORLANDO 11/2-discuss financial best practices  automation tech w/speakers from #disney and #microsoft http://t.co/gLYzOXMc"
"positive","So  I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac"
"neutral","RT @AHennessyWorld: #Twitter I apologize 4 being out of line regardless what sum1 does  I promise 2 remain humble keep it from public ey ..."
"neutral","#Microsoft's plan for bringing its #BI tools to iOS  Android  and Windows 8
"irrelevant","RT @twandroid: Les notifications sont visibles depuis le lockscreen #google #nexusprime"
"irrelevant","#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sólo en el #NexusPrime). #NFC #Google"
"positive","Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6"
"irrelevant","#Tecnologias : #Microsoft lanza sitio oficial de #Skype http://t.co/5Xmgk7Ul"
"neutral","#twitter off '"
"neutral","#Google Wallet now supported by seven new retailers [video] http://t.co/LCrWw4ld via @BGR"
"positive","Camera app now has Panorama capabilities! #Google #Android #ICS"
"negative","#DontBeMadAtMeBecause #Android is by far better than @Apple"
"positive","iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone"
"irrelevant","Nu doet alleen #twitter het"
"irrelevant","#Tyfusverspreiding zichtbaar op #Google #Earth http://t.co/49jIucI9 #nuandroid"
"neutral","#Microsoft Explains and Refines the #Windows 8 Start Screen - http://t.co/IIlXENKI #ux #ixd"
"positive","#Microsoft @ ISB... watching the new windows 8 in action...pretty impressive! Finally a contender to mac os.. Interesting battle in store"
"irrelevant","Andy Malone na #mssinergija keynoteu vodi prisutne kroz #microsoft istoriju: http://t.co/OIQFwJ4f"
"irrelevant","#microsoft satisfait d'avoir rate #yahoo depuis quand les échecs sont des victoires? M #ballmer va falloir laisser la place a un visionnaire"
"neutral","#twitter and fb# off"
"irrelevant","#Microsoft lanza sitio oficial de #Skype http://t.co/FZeM9Na4"
"neutral","#Android #Google Android 4.0 Ice Cream Sandwich Has Hardware Acceleration http://t.co/ijWr1mUJ #DhilipSiva"
